benchmark,variant,v0_support_recall_at_retrieve_k,v1_support_recall_at_retrieve_k,delta_support_recall_at_retrieve_k,v0_support_recall_at_final_k,v1_support_recall_at_final_k,delta_support_recall_at_final_k,v0_support_hit_at_1,v1_support_hit_at_1,delta_support_hit_at_1,v0_support_mrr,v1_support_mrr,delta_support_mrr
longmemeval,dense_e5,0.9676666666666667,0.9706666666666667,0.0030000000000000027,0.9094333333333334,0.9091,-0.00033333333333340764,0.78,0.78,0.0,0.8400801587301587,0.8392801587301586,-0.0008000000000001339
longmemeval,dense_e5_rerank,0.9676666666666667,0.9706666666666667,0.0030000000000000027,0.9392333333333334,0.9412333333333334,0.0020000000000000018,0.854,0.852,-0.0020000000000000018,0.8948158730158731,0.8936412698412698,-0.0011746031746032726
longmemeval,hybrid_bge_m3,0.9826666666666666,0.982,-0.0006666666666665932,0.9501666666666666,0.95,-0.0001666666666666483,0.774,0.778,0.0040000000000000036,0.8463444444444445,0.847281746031746,0.0009373015873015422
longmemeval,hybrid_bge_m3_rerank,0.9826666666666666,0.982,-0.0006666666666665932,0.9431666666666667,0.9423333333333332,-0.0008333333333334636,0.862,0.86,-0.0020000000000000018,0.901379365079365,0.8999912698412699,-0.0013880952380951328
locomo,dense_e5,0.920678640503613,0.978063924076365,0.057385283572751966,0.7901567789098065,0.9003775687410752,0.1102207898312687,0.42748863062152603,0.5780697321879738,0.15058110156644772,0.5520591207680647,0.6952236579320965,0.14316453716403177
locomo,dense_e5_rerank,0.920678640503613,0.978063924076365,0.057385283572751966,0.8136310156478824,0.9535094615520988,0.1398784459042164,0.627589691763517,0.8292066700353714,0.20161697827185443,0.6954099392831076,0.8844979426838951,0.18908800340078757
locomo,hybrid_bge_m3,0.9766087431993237,0.9711953757474832,-0.005413367451840512,0.8959657686496388,0.8942970566979558,-0.001668711951683055,0.5002526528549772,0.4967155128852956,-0.0035371399696816352,0.626462579304924,0.6389781194606864,0.012515540155762395
locomo,hybrid_bge_m3_rerank,0.9766087431993237,0.9711953757474832,-0.005413367451840512,0.8266673014102924,0.9498832915287586,0.12321599011846618,0.6291056088933805,0.8276907529055079,0.19858514401212735,0.699307811384618,0.8827560416115241,0.18344823022690615
